id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Label
246,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,high,1
247,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,5,4,high,2
248,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_max,6,4,high,2
249,elevation_high,aspect_medium,slope_high,rawah,legault_a,hillshade_9am_max,hillnoon_min,2,2,high,2
250,elevation_high,aspect_ultra,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,5,3,high,2
251,elevation_ultra,aspect_medium,slope_low,rawah,typic_a,hillshade_9am_max,hillnoon_max,5,1,mid,1
252,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,4,1,mid,1
253,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,4,high,2
254,elevation_high,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,high,2
255,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,6,4,high,2
256,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,6,4,high,2
257,elevation_ultra,aspect_medium,slope_high,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,6,1,mid,1
258,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,6,3,high,2
259,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,2
260,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_b,hillshade_9am_max,hillnoon_max,6,3,mid,1
261,elevation_ultra,aspect_low,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,high,1
262,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,1,0,high,2
263,elevation_ultra,aspect_low,slope_low,rawah,typic_a,hillshade_9am_min,hillnoon_min,4,1,high,1
264,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,high,2
265,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,high,1
266,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,6,4,high,2
267,elevation_high,aspect_high,slope_low,rawah,como_b,hillshade_9am_max,hillnoon_max,4,1,high,2
268,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,5,3,high,1
269,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,4,2,high,2
270,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,6,1,high,1
271,elevation_high,aspect_low,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,high,2
272,elevation_high,aspect_ultra,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,high,2
273,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,2,1,high,2
274,elevation_high,aspect_medium,slope_medium,rawah,legault_a,hillshade_9am_max,hillnoon_min,1,0,high,2
275,elevation_high,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,1,0,high,2
276,elevation_high,aspect_ultra,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_min,3,2,high,2
277,elevation_high,aspect_ultra,slope_medium,rawah,como_b,hillshade_9am_min,hillnoon_min,3,3,high,2
278,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,1,high,2
279,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,6,2,high,2
280,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,high,2
281,elevation_high,aspect_low,slope_medium,rawah,legault_a,hillshade_9am_min,hillnoon_min,3,1,high,2
282,elevation_medium,aspect_low,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid,2
283,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,5,1,high,1
284,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,6,4,high,1
285,elevation_high,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,1,0,high,2
286,elevation_ultra,aspect_ultra,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,high,1
287,elevation_ultra,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,6,0,high,1
288,elevation_medium,aspect_ultra,slope_medium,rawah,typic_b,hillshade_9am_min,hillnoon_min,1,0,mid,2
289,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_min,0,0,high,2
290,elevation_high,aspect_low,slope_medium,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,1,high,2
291,elevation_medium,aspect_medium,slope_medium,rawah,legault_a,hillshade_9am_max,hillnoon_min,5,3,mid,2
292,elevation_ultra,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,6,0,high,1
293,elevation_high,aspect_ultra,slope_medium,rawah,typic_b,hillshade_9am_min,hillnoon_max,6,4,high,2
294,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,4,3,high,2
295,elevation_high,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,2,1,high,2
296,elevation_high,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,3,0,high,2
297,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,4,2,high,1
298,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,6,4,high,1
299,elevation_high,aspect_low,slope_high,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,3,1,high,1
300,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,0,high,2
301,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,1,high,2
302,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,2,1,high,2
303,elevation_medium,aspect_ultra,slope_medium,rawah,como_b,hillshade_9am_min,hillnoon_min,3,2,mid,2
304,elevation_ultra,aspect_low,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,6,0,high,1
305,elevation_high,aspect_low,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,3,high,1
306,elevation_medium,aspect_low,slope_medium,rawah,como_b,hillshade_9am_min,hillnoon_min,0,1,mid,2
307,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,2,high,2
308,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,6,4,high,2
309,elevation_high,aspect_medium,slope_low,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,mid,2
310,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,3,1,high,2
311,elevation_ultra,aspect_low,slope_high,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,6,0,high,1
312,elevation_high,aspect_low,slope_low,rawah,como_b,hillshade_9am_min,hillnoon_min,3,0,high,2
313,elevation_high,aspect_low,slope_low,rawah,como_b,hillshade_9am_min,hillnoon_min,4,0,mid,2
314,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_min,4,1,high,1
315,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_max,4,1,high,2
316,elevation_medium,aspect_low,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_min,4,3,mid,2
317,elevation_ultra,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,5,0,high,1
318,elevation_high,aspect_high,slope_low,rawah,cryaquolis_a,hillshade_9am_min,hillnoon_max,4,1,high,1
319,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,5,0,high,1
320,elevation_high,aspect_low,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_min,0,0,high,2
321,elevation_high,aspect_medium,slope_low,rawah,typic_a,hillshade_9am_max,hillnoon_max,0,0,high,2
322,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,6,1,high,1
323,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,5,1,high,1
324,elevation_high,aspect_high,slope_low,rawah,cryaquolis_a,hillshade_9am_min,hillnoon_max,4,0,high,1
325,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,1,high,2
326,elevation_high,aspect_high,slope_low,rawah,cryaquolis_a,hillshade_9am_min,hillnoon_max,4,0,high,1
327,elevation_high,aspect_low,slope_medium,rawah,typic_b,hillshade_9am_min,hillnoon_min,0,0,mid,1
328,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,6,3,high,1
329,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,1,high,1
330,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,3,1,high,2
331,elevation_high,aspect_high,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_max,4,2,high,1
332,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,6,4,high,2
333,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,4,1,high,2
334,elevation_high,aspect_low,slope_high,rawah,legault_a,hillshade_9am_min,hillnoon_min,5,0,mid,2
335,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,0,high,1
336,elevation_ultra,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,0,high,1
337,elevation_high,aspect_low,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,3,0,high,2
338,elevation_ultra,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,0,high,1
339,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,high,2
340,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,5,3,high,2
341,elevation_high,aspect_low,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,3,1,high,2
342,elevation_high,aspect_low,slope_medium,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,0,high,2
343,elevation_high,aspect_ultra,slope_medium,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,2,high,2
344,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,1,high,1
345,elevation_high,aspect_high,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_max,4,1,mid,1
346,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,0,0,high,1
347,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,high,2
348,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_max,4,1,high,2
349,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,5,0,mid,1
350,elevation_ultra,aspect_medium,slope_low,rawah,moran_b,hillshade_9am_max,hillnoon_min,5,3,high,1
351,elevation_ultra,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,2,1,high,1
352,elevation_high,aspect_low,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,5,3,high,2
353,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,6,4,high,2
354,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,6,4,high,2
355,elevation_high,aspect_low,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,1,high,2
356,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,0,high,2
357,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,4,1,high,2
358,elevation_high,aspect_ultra,slope_medium,rawah,legault_a,hillshade_9am_min,hillnoon_max,5,3,high,2
359,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,high,2
360,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,4,0,mid,2
361,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_max,5,4,high,2
362,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,mid,2
363,elevation_ultra,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,4,0,high,1
364,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_min,5,1,high,2
365,elevation_high,aspect_low,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,6,3,high,2
366,elevation_high,aspect_low,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,high,1
367,elevation_high,aspect_low,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_min,4,0,high,1
368,elevation_high,aspect_medium,slope_low,rawah,typic_b,hillshade_9am_max,hillnoon_min,4,0,high,1
369,elevation_high,aspect_high,slope_medium,rawah,como_b,hillshade_9am_min,hillnoon_max,4,3,high,2
370,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,high,2
371,elevation_medium,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,2,0,low,2
372,elevation_ultra,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,1,0,high,1
373,elevation_high,aspect_high,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,high,2
374,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,6,4,high,2
375,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,6,4,high,2
376,elevation_high,aspect_medium,slope_medium,rawah,legault_a,hillshade_9am_max,hillnoon_min,4,1,high,2
377,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,1,1,mid,2
378,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,1,mid,2
379,elevation_high,aspect_high,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_max,5,3,high,2
380,elevation_high,aspect_high,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_max,2,0,high,2
381,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,0,high,1
382,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,0,high,1
383,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,3,1,mid,2
384,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,4,low,5
385,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,4,low,5
386,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,low,5
387,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low,5
388,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,2,0,high,2
389,elevation_high,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,4,mid,5
390,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,4,low,5
391,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,4,low,5
392,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,low,5
393,elevation_medium,aspect_high,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_max,4,3,low,5
394,elevation_medium,aspect_high,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_max,4,3,low,5
395,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_max,4,3,low,5
396,elevation_medium,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low,5
397,elevation_medium,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low,5
398,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,0,0,high,1
399,elevation_high,aspect_high,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_max,2,1,high,2
400,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_max,3,1,high,2
401,elevation_high,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_max,hillnoon_max,0,0,high,2
402,elevation_high,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,high,2
403,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,3,1,mid,2
404,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low,5
405,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,2,low,5
406,elevation_high,aspect_high,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,high,1
407,elevation_high,aspect_high,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_max,1,0,high,2
408,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,3,0,high,2
409,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,high,2
410,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,high,1
411,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low,5
412,elevation_medium,aspect_high,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,2,low,5
413,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,1,1,low,5
414,elevation_high,aspect_medium,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,high,1
415,elevation_high,aspect_high,slope_medium,rawah,typic_b,hillshade_9am_max,hillnoon_max,0,0,high,1
416,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,5,3,high,1
417,elevation_high,aspect_low,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,high,1
418,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,2,low,5
419,elevation_medium,aspect_high,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,1,1,low,5
420,elevation_medium,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low,5
421,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,high,1
422,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,3,0,high,2
423,elevation_high,aspect_low,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,5,3,high,1
424,elevation_medium,aspect_high,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,low,5
425,elevation_medium,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low,5
426,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,1,1,low,5
427,elevation_medium,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low,5
428,elevation_medium,aspect_medium,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_min,0,0,low,5
429,elevation_medium,aspect_low,slope_medium,rawah,como_b,hillshade_9am_min,hillnoon_min,0,0,low,5
430,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,high,1
431,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_max,4,0,high,2
432,elevation_high,aspect_high,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,4,0,mid,2
433,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,2,1,high,1
434,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,1,high,2
435,elevation_medium,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,low,5
436,elevation_medium,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,low,5
437,elevation_medium,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,low,5
438,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_max,hillnoon_max,3,1,mid,2
439,elevation_high,aspect_medium,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_min,4,0,mid,2
440,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,high,1
441,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,high,2
442,elevation_medium,aspect_medium,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,low,2
443,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,2,high,1
444,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,3,1,high,2
445,elevation_high,aspect_medium,slope_low,rawah,typic_b,hillshade_9am_max,hillnoon_max,3,0,high,2
446,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,high,2
447,elevation_high,aspect_ultra,slope_low,rawah,legault_a,hillshade_9am_min,hillnoon_max,4,3,high,2
